student_id,student_name,age,gender,country,state,education_level,employment_status,industry,years_of_experience,course_name,course_category,course_fee,engagement_score,progress_percent,enrollment_date,last_active_date,assignment_submission_rate,attendance_rate,satisfaction_rating,dropout_probability,dropout_status
81241,"Pavani Badal",32,unknown,India,"Tamil Nadu",Postgraduate,Unemployed,Finance,0,"Business Analytics with Excel",Business,1400,0.74,0,2022-03-09,2025-04-09,0.98,0.79,0,0.32,"Not Likely"
81303,"Marcus Shaw",25,unknown,UK,"Northern Ireland",Graduate,Employed,Education,0,"Prompt Engineering for LLMs","AI & Data Science",2750,0.68,7,2024-03-22,0000-00-00,0.71,0.89,4,0.44,"May Leave"
81321,"Damyanti Sem",32,Male,India,"Tamil Nadu",Diploma,Unemployed,Finance,0,"NLP in Action","AI & Data Science",2250,0.88,90,2020-01-23,2025-04-30,0.73,0.68,2,0.17,"Not Likely"
81456,"Jai Acharya",32,Male,India,Karnataka,Undergraduate,unknown,Education,0,"Social Media Marketing",Marketing,1750,0.82,90,2025-03-18,2025-03-08,0.7,0.62,4,0.22,"Not Likely"
81479,"Linda Frederick",32,Other,USA,Texas,Postgraduate,Student,Marketing,5.1,"Leadership Development",HR,1450,0.43,0,2022-05-23,2025-03-19,0.74,0.73,0,0.46,"May Leave"
81556,"Christopher Medina",32,Female,Australia,Queensland,Undergraduate,Unemployed,IT,0,"Lean Six Sigma",Operations,1600,0.18,0,2024-08-23,2025-01-11,0.85,0.51,1,0.62,"May Leave"
81730,"Alejandro Dougherty",38,Male,Australia,Queensland,Diploma,Employed,Finance,0,"AI for Business","AI & Data Science",2100,0.05,0,2025-04-15,2025-03-28,0.2,0.92,5,0.55,"May Leave"
81750,"Samaksh Luthra",32,Other,India,"West Bengal",Diploma,Unemployed,Marketing,0,"Computer Vision Crash Course","AI & Data Science",2250,0.86,0,2020-07-15,2025-02-21,0.14,0.62,3,0.32,"Not Likely"
81786,"Sheena Watson",24,Male,USA,Illinois,unknown,Unemployed,Marketing,2.2,"Computer Vision Crash Course","AI & Data Science",2150,0.48,53,2025-02-16,0000-00-00,0.55,0.94,1,0.37,"Not Likely"
81885,"Heather Simpson",32,unknown,Australia,Victoria,Undergraduate,Student,Education,9.7,"Data Science Bootcamp","AI & Data Science",2500,0.56,0,2022-11-26,2025-04-26,0.57,0.56,0,0.46,"May Leave"
82000,"Indali Balan",37,Female,India,Karnataka,unknown,Student,IT,0,"Data Science Bootcamp","AI & Data Science",2400,0.75,0,2025-03-05,2025-02-23,0.06,0.48,4,0.41,"May Leave"
82032,"Emily Johnson",32,Female,Canada,"British Columbia",unknown,unknown,Education,9.7,"Data Engineering with Python","AI & Data Science",2650,0.42,81,2024-07-18,2025-02-12,0.75,0.53,0,0.43,"May Leave"
82072,"Philip Mendoza",21,Male,USA,California,unknown,Unemployed,Others,2.6,"Computer Vision Crash Course","AI & Data Science",2250,0.55,80,2024-03-25,2025-04-18,0.22,0.6,5,0.36,"Not Likely"
82122,"Kimberly Huffman",27,Other,Australia,Queensland,unknown,Student,Finance,0,"Talent Acquisition & Hiring",HR,1350,0.85,0,2024-08-27,2025-04-03,0.24,0.45,4,0.38,"Not Likely"
82307,"Niharika Vohra",32,Male,India,Delhi,Diploma,Student,IT,7.7,"Entrepreneurship Essentials",Business,1600,0.64,41,2021-10-30,2025-01-04,0.8,0.96,3,0.33,"Not Likely"
82456,"Maria Moore",32,Female,Canada,Ontario,Postgraduate,Unemployed,,0,"Organizational Behavior",HR,1300,0.4,0,2022-04-29,2025-03-22,0.79,0.62,5,0.5,"May Leave"
82490,"Chelsea Cummings",32,Other,Singapore,Singapore,Graduate,Freelancer,Others,5.8,"HR Analytics",HR,1450,0.63,58,2021-05-12,0000-00-00,0.42,0.6,0,0.39,"Not Likely"
82575,"Darpan Goel",32,Male,India,Karnataka,unknown,Freelancer,,2.7,"Lean Six Sigma",Operations,1600,0.82,32,2023-08-23,2025-01-11,0.38,0.42,5,0.45,"May Leave"
82695,"Tanveer Jain",41,Female,India,Delhi,Postgraduate,Student,,0,"AI for Business","AI & Data Science",2100,0.16,0,2022-06-01,0000-00-00,0.6,0.65,2,0.59,"May Leave"
82696,"Lisa Hardy",33,Female,Australia,"New South Wales",Postgraduate,Unemployed,Finance,5.8,"Lean Six Sigma",Operations,1650,0.65,0,2020-03-01,2025-03-19,0.82,0.82,0,0.34,"Not Likely"
82765,"Jennifer Perez",32,Other,USA,"New York",unknown,unknown,,0,"Prompt Engineering for LLMs","AI & Data Science",2650,0.83,0,2023-11-08,2025-03-02,0.67,0.73,0,0.3,"Not Likely"
82774,"Nathaniel Gaba",32,Other,India,Delhi,unknown,Unemployed,Marketing,0,"Personal Finance Mastery",Finance,1700,0.87,64,2022-08-21,2025-01-05,0.53,0.9,4,0.19,"Not Likely"
82896,"Dalton Elliott DDS",35,Other,USA,"New York",Postgraduate,unknown,Education,0,"Strategic Thinking",Business,1400,0.89,96,2020-10-15,0000-00-00,0.82,0.64,5,0.16,"Not Likely"
83042,"Carol Valenzuela",32,Male,Canada,"British Columbia",Postgraduate,Unemployed,IT,0,"Negotiation & Influence",Business,1500,0.23,0,2021-12-03,2025-03-27,0.36,0.59,5,0.58,"May Leave"
83093,"Diane Molina",22,unknown,USA,Texas,unknown,Student,Finance,0,"Digital Marketing Bootcamp",Marketing,1800,0.67,61,2020-06-13,2025-03-31,0.51,0.78,1,0.31,"Not Likely"
83106,"Damian Williams",19,unknown,UK,"Northern Ireland",Undergraduate,unknown,IT,8.8,"MLOps Mastery","AI & Data Science",2550,0.93,0,2021-11-22,2025-02-15,0.98,0.81,5,0.23,"Not Likely"
83108,"Lindsey Matthews-Saunders",27,Male,UK,Scotland,unknown,Student,,0,"Entrepreneurship Essentials",Business,1600,2.21,77,2023-05-03,2025-04-01,0,0.86,4,0.31,"Not Likely"
83167,"Yachana Raj",21,unknown,India,"West Bengal",Diploma,Freelancer,Marketing,0,"Equity Research Essentials",Finance,1850,0.36,0,2022-10-24,2025-01-05,0.27,0.98,5,0.41,"May Leave"
83180,"Kamala Kamdar",32,Female,India,"Tamil Nadu",Postgraduate,Student,Education,0,"Quantitative Finance with Python",Finance,2200,0.83,0,2024-08-04,2025-01-30,0.57,0.67,5,0.32,"Not Likely"
83219,"Jay Chambers",20,Male,UK,England,Postgraduate,Freelancer,IT,0,"Branding & Consumer Behavior",Marketing,1650,0.28,0,2025-03-23,2025-03-05,0.48,0.9,4,0.47,"May Leave"
83273,"Cindy Washington",35,unknown,USA,Illinois,Diploma,Employed,,0,"Lean Six Sigma",Operations,1500,0.27,40,2020-10-14,2025-04-25,0.07,0.56,0,0.6,"May Leave"
83523,"Ishwar Patla",32,Male,India,"West Bengal",Graduate,Unemployed,Finance,0,"AI Product Management","AI & Data Science",2600,0.88,0,2022-07-13,2025-02-23,0.71,0.99,2,0.2,"Not Likely"
83574,"Bryan Anderson",32,Male,USA,"New York",Graduate,unknown,Marketing,0,"Leadership Development",HR,1500,0.02,10,2020-01-10,2025-01-03,0.08,0.57,5,0.79,"Likely to Leave"
83629,"Andrew Marquez",34,Other,USA,California,Graduate,Freelancer,Education,0,"Data Engineering with Python","AI & Data Science",2600,0.29,59,2021-12-30,2025-01-06,0.9,0.56,5,0.54,"May Leave"
83704,"Reinhart Klingelhöfer-Henk",32,Female,Germany,Hesse,Postgraduate,Unemployed,Others,0,"NLP in Action","AI & Data Science",2350,0.53,0,2024-02-25,2025-02-06,0.2,0.44,4,0.51,"May Leave"
83796,,32,Female,India,Maharashtra,Postgraduate,unknown,IT,0,"SEO & Content Strategy",Marketing,1650,0.08,5,2023-06-14,2025-02-22,0.53,0.49,0,0.81,"Likely to Leave"
83875,"Lynda Morgan",22,Female,UK,England,Undergraduate,Employed,Marketing,0,"Quantitative Finance with Python",Finance,2250,0.6,69,2024-01-27,2025-03-17,0.64,0.5,1,0.4,"Not Likely"
83963,"Michelle Williams",31,Other,USA,"New York",Undergraduate,Freelancer,Finance,0,"Business Analytics with Excel",Business,1500,0.51,10,2025-04-04,2025-03-17,0.21,0.42,2,0.64,"May Leave"
84052,"Tripti Khosla",32,Female,India,Maharashtra,Postgraduate,Unemployed,Others,0,"Prompt Engineering for LLMs","AI & Data Science",2800,0.23,0,2024-11-04,0000-00-00,0.67,0.54,1,0.6,"May Leave"
84399,"Univ.Prof. Niko Hein B.Eng.",32,Female,Germany,Hesse,Graduate,Freelancer,Finance,7.9,"Prompt Engineering for LLMs","AI & Data Science",2750,0.91,90,2024-07-22,2025-01-02,0.09,0.79,5,0.13,"Not Likely"
84427,"Travis Padilla",43,unknown,Canada,"British Columbia",Diploma,Unemployed,IT,0,"AI for Business","AI & Data Science",2200,0.72,73,2020-09-12,0000-00-00,0.69,0.91,4,0.22,"Not Likely"
84564,"James White",32,unknown,USA,California,Diploma,Student,,7.7,"Fintech Fundamentals",Finance,1950,0.06,48,2024-06-09,0000-00-00,0.77,0.87,4,0.57,"May Leave"
84732,"Atharv Chandran",35,Male,India,"Tamil Nadu",Undergraduate,Student,Marketing,0,"Quantitative Finance with Python",Finance,2100,0.51,0,2022-09-04,2025-01-27,0.79,0.9,1,0.38,"Not Likely"
84748,"Bishakha Solanki",32,unknown,India,Delhi,Undergraduate,unknown,IT,0,"Data Science Bootcamp","AI & Data Science",2400,0.8,28,2020-03-24,2025-02-16,0.42,0.64,1,0.4,"Not Likely"
85090,"Robert Diaz",32,unknown,USA,Florida,Diploma,unknown,Marketing,7.1,"Branding & Consumer Behavior",Marketing,1650,0.94,92,2023-01-31,0000-00-00,0.46,0.69,5,0.14,"Not Likely"
85114,"Nathan Golden",32,Male,Singapore,Singapore,Diploma,Employed,Finance,0,"Machine Learning Pro","AI & Data Science",2200,0.51,0,2022-04-18,2025-02-15,0.8,0.8,3,0.41,"May Leave"
85164,"Aayush Subramaniam",28,unknown,India,Maharashtra,Postgraduate,Student,,0,"Negotiation & Influence",Business,1500,2.21,0,2020-12-18,2025-04-25,0.44,0.62,5,0.46,"May Leave"
85334,"Nicole Blake",32,Male,USA,Texas,Undergraduate,unknown,Marketing,0,"SEO & Content Strategy",Marketing,1650,0.37,0,2021-04-21,2025-05-02,0.35,0.91,4,0.43,"May Leave"
85450,"Hemangini Mander",38,Other,India,Delhi,Undergraduate,Unemployed,Education,0,"Growth Hacking",Marketing,1650,0.96,0,2023-03-04,2025-03-27,0.73,0.9,4,0.2,"Not Likely"
85476,"Theodore Krishnamurthy",18,unknown,India,"West Bengal",unknown,Employed,Marketing,0,"Performance Management",HR,1300,0.57,12,2022-02-09,2025-01-07,0.57,0.86,5,0.48,"May Leave"
85523,"Mugdha Shanker",32,unknown,India,"Tamil Nadu",Postgraduate,Freelancer,IT,0,"Social Media Marketing",Marketing,1600,0.61,7,2022-06-30,2025-01-05,0.07,0.93,0,0.46,"May Leave"
85568,"Aishani Bali",35,Male,India,Maharashtra,Postgraduate,Unemployed,IT,0,"Personal Finance Mastery",Finance,1800,0.85,0,2024-12-24,2025-02-21,0.01,0.55,2,0.34,"Not Likely"
85743,"Peter Simpson",32,unknown,USA,California,Graduate,Unemployed,Others,8.6,"LLMs and Generative AI","AI & Data Science",2600,0.58,70,2024-01-31,0000-00-00,0.14,0.93,1,0.28,"Not Likely"
85753,"Dr Elliot Smith",33,Female,UK,Wales,Graduate,Student,Education,0,"LLMs and Generative AI","AI & Data Science",2750,2.21,0,2023-05-09,2025-04-23,0.9,0.65,5,0.46,"May Leave"
85823,"Teerth Dutt",42,Female,India,"West Bengal",Graduate,Employed,IT,0,"HR Analytics",HR,1450,0.16,74,2021-01-17,2025-04-08,0.63,0.63,1,0.52,"May Leave"
85975,"Heather Lopez",32,Male,Australia,"New South Wales",Diploma,Student,Others,0,"Deep Learning Essentials","AI & Data Science",2400,0.62,56,2022-04-05,0000-00-00,0.74,0.96,3,0.3,"Not Likely"
86000,"Wendy Chapman",39,Female,USA,Florida,unknown,Student,IT,0,"SEO & Content Strategy",Marketing,1650,0.3,0,2025-03-28,2025-01-27,0.34,0.49,0,0.58,"May Leave"
86010,"Univ.Prof. Aleksandra Kroker B.A.",22,Female,Germany,Bavaria,Diploma,Employed,Marketing,9,"NLP in Action","AI & Data Science",2250,0.37,53,2020-07-18,2025-01-08,0.1,0.59,2,0.52,"May Leave"
86030,"Gary Rodriguez",32,unknown,Australia,Victoria,unknown,Employed,Finance,5.4,"Strategic Thinking",Business,1300,0.6,0,2021-03-08,2025-02-11,0.12,0.65,1,0.42,"May Leave"
86103,"Brittany Jennings",32,Other,USA,"New York",Undergraduate,Employed,Others,8.9,"Computer Vision Crash Course","AI & Data Science",2250,0.47,31,2021-08-13,2025-03-19,0.44,0.91,2,0.45,"May Leave"
86152,"Elizabeth Berry",26,Male,Australia,"New South Wales",Graduate,Employed,Others,0,"Equity Research Essentials",Finance,1950,0.31,10,2020-09-10,2025-01-26,0.19,0.41,4,0.72,"Likely to Leave"
86182,"Lisa Hawkins",18,Male,USA,Florida,Undergraduate,Student,Finance,2,"LLMs and Generative AI","AI & Data Science",2750,0.77,100,2023-09-11,2025-03-26,0.4,0.77,3,0.16,"Not Likely"
86233,"Shelia Martinez",29,Other,USA,Texas,Diploma,Freelancer,IT,0,"Negotiation & Influence",Business,1400,0.4,17,2021-08-17,2025-04-17,0.59,0.48,2,0.65,"May Leave"
86259,"Jalsa Gala",32,Male,India,Karnataka,Postgraduate,Employed,,0,"Data Engineering with Python","AI & Data Science",2650,0.03,0,2023-07-19,2025-01-17,0.69,0.72,3,0.62,"May Leave"
86295,"Carrie Wright",32,unknown,USA,"New York",Diploma,Employed,Education,9,"Data Science Bootcamp","AI & Data Science",2400,0.17,98,2024-06-12,2025-04-29,0.21,0.78,2,0.4,"Not Likely"
86451,"Tiffany Jackson",32,unknown,USA,California,Diploma,Freelancer,,0,"HR Analytics",HR,1400,0.6,85,2021-01-07,2025-01-30,0.69,0.96,0,0.22,"Not Likely"
86540,"Harro Kade",32,unknown,Germany,Berlin,Diploma,unknown,,4.7,"Machine Learning Pro","AI & Data Science",2350,0.67,0,2020-08-17,2025-04-01,0.16,0.89,0,0.31,"Not Likely"
86545,"Wakeeta Khalsa",32,Male,India,"West Bengal",Graduate,Freelancer,IT,6.2,"Data Science Bootcamp","AI & Data Science",2400,0.89,49,2024-07-12,2025-04-11,0.89,0.99,5,0.2,"Not Likely"
86586,"Abeer Contractor",32,unknown,India,Karnataka,Postgraduate,Unemployed,Others,0,"Performance Management",HR,1300,0.91,48,2021-10-02,2025-04-10,0.75,0.58,5,0.32,"Not Likely"
86588,"Adya Keer",31,Female,India,Delhi,unknown,Employed,Marketing,8.4,"Negotiation & Influence",Business,1400,0.51,79,2021-03-31,2025-03-18,0.17,0.74,2,0.34,"Not Likely"
86606,"Yashoda Ghose",41,Male,India,Maharashtra,unknown,unknown,IT,0,"Marketing Analytics",Marketing,1650,0.6,17,2021-08-02,2025-04-07,0.42,0.58,1,0.54,"May Leave"
86674,"Jeffrey Lawrence",32,unknown,Singapore,Singapore,Postgraduate,Student,,0,"Entrepreneurship Essentials",Business,1600,0.83,83,2020-04-06,2025-03-06,0.45,0.48,3,0.28,"Not Likely"
86770,"Jesus Gray",32,Male,Canada,"British Columbia",Undergraduate,Freelancer,Finance,0,"Equity Research Essentials",Finance,2000,0.35,0,2022-12-03,2025-02-11,0.68,0.76,2,0.48,"May Leave"
86826,"Melissa Cox",40,Male,Australia,"New South Wales",Postgraduate,Employed,,0,"Branding & Consumer Behavior",Marketing,1650,0.04,0,2023-03-23,2025-03-21,0.83,0.42,3,0.71,"Likely to Leave"
86858,"Dr. Betty Lorch",32,Male,Germany,Bavaria,Undergraduate,Student,IT,3.5,"Social Media Marketing",Marketing,1700,0.2,62,2021-12-21,2025-02-15,0.29,0.98,0,0.44,"May Leave"
86942,"Ekaja Palan",38,Female,India,Delhi,Graduate,Unemployed,Finance,0,"Data Science Bootcamp","AI & Data Science",2400,0.94,79,2020-05-28,2025-01-04,0.69,0.68,2,0.18,"Not Likely"
86982,"Rodney Flowers",32,unknown,Canada,"British Columbia",Graduate,Freelancer,,6.2,"Investment Banking 101",Finance,2100,0.28,41,2022-04-08,2025-04-28,0.56,0.67,0,0.56,"May Leave"
87015,"Hunter Acosta",38,Female,Australia,"New South Wales",unknown,Employed,Others,0,"Performance Management",HR,1200,0.54,0,2020-12-15,0000-00-00,0.51,0.96,3,0.35,"Not Likely"
87033,"Priya Sampath",41,unknown,India,Maharashtra,Postgraduate,Unemployed,IT,0,"Strategic Thinking",Business,1450,0.85,0,2021-08-10,2025-04-05,0.56,0.73,4,0.29,"Not Likely"
87211,"Pavani Hora",32,Male,India,Delhi,Undergraduate,Student,,2.7,"Digital Marketing Bootcamp",Marketing,1700,0.02,0,2021-07-24,2025-03-03,0.47,0.91,2,0.57,"May Leave"
87238,"Luis Taylor",32,Female,USA,Texas,Diploma,Freelancer,Education,0,"Marketing Analytics",Marketing,1800,0.03,21,2022-09-12,2025-04-17,0.93,0.47,3,0.78,"Likely to Leave"
87290,"Ikshita Vasa",32,Other,India,Karnataka,Undergraduate,unknown,Marketing,0,"Computer Vision Crash Course","AI & Data Science",2250,0.2,22,2022-08-02,2025-01-16,0.3,0.91,0,0.58,"May Leave"
87390,"Gabrielle Velasquez",32,Female,USA,Illinois,Graduate,Freelancer,Marketing,0,"Operations Strategy",Operations,1500,0.01,64,2024-11-08,2025-02-23,0.69,0.92,4,0.53,"May Leave"
87466,"Omisha Acharya",32,Female,India,Delhi,Diploma,Unemployed,Finance,0,"AI Product Management","AI & Data Science",2600,0.48,0,2022-06-20,2025-04-22,0.82,0.45,3,0.52,"May Leave"
87485,"Malcolm Godfrey",40,Other,UK,England,Graduate,unknown,Education,0,"Talent Acquisition & Hiring",HR,1350,0.45,0,2020-06-22,2025-01-23,0.6,0.59,0,0.49,"May Leave"
87543,"Balendra Talwar",32,Female,India,Karnataka,unknown,Employed,Others,0,"Negotiation & Influence",Business,1400,0.96,92,2024-02-14,2025-01-14,0.28,0.45,4,0.2,"Not Likely"
87623,"Advaith Sankaran",33,Other,India,"West Bengal",Undergraduate,Unemployed,,0,"Lean Six Sigma",Operations,1500,0.45,91,2022-02-23,2025-04-03,0.68,0.81,4,0.3,"Not Likely"
87705,"Aahana Brar",32,Male,India,"West Bengal",Postgraduate,Freelancer,Education,0,"Machine Learning Pro","AI & Data Science",2350,0.98,92,2020-09-01,2025-03-07,0.61,0.92,1,0.06,"Not Likely"
87731,"Russell Miller",32,Male,Canada,Quebec,Postgraduate,Freelancer,Finance,0,"Social Media Marketing",Marketing,1750,0.26,0,2021-06-03,2025-03-10,0.24,0.65,1,0.55,"May Leave"
87800,"Netra Merchant",40,Male,India,"West Bengal",Diploma,unknown,,3.2,"Quantitative Finance with Python",Finance,2250,0.42,0,2023-11-01,2025-04-12,0.03,0.98,3,0.39,"Not Likely"
87916,"Cora Kusch",23,Other,Germany,Hesse,Diploma,Employed,Marketing,0,"Entrepreneurship Essentials",Business,1600,0.14,0,2025-03-02,2025-04-06,0.94,0.66,5,0.6,"May Leave"
88056,"Joseph Harvey",32,unknown,USA,Illinois,Graduate,unknown,,2.9,"Business Communication",Business,1300,0.2,0,2024-02-20,2025-04-04,0.41,0.75,1,0.55,"May Leave"
88201,"Hema Baral",32,unknown,India,Delhi,unknown,Employed,Marketing,0,"LLMs and Generative AI","AI & Data Science",2700,0.97,59,2020-06-27,2025-01-30,0.38,0.87,2,0.17,"Not Likely"
88270,"Dennis Mann",18,Other,Canada,Alberta,Postgraduate,Freelancer,IT,0,"Digital Marketing Bootcamp",Marketing,1700,0.64,0,2020-06-13,2025-02-05,0.19,0.8,3,0.35,"Not Likely"
88303,"Gautami Bera",32,Male,India,"Tamil Nadu",Postgraduate,Freelancer,IT,0,"Lean Six Sigma",Operations,1500,0.67,0,2020-07-03,2025-02-15,0.18,0.62,4,0.4,"Not Likely"
88399,"Shannon Roberts",32,Other,Australia,Queensland,Diploma,unknown,Marketing,0,"Data Science Bootcamp","AI & Data Science",2500,0.79,0,2022-03-25,2025-03-26,0.86,0.89,5,0.27,"Not Likely"
88805,"Ekani Sengupta",32,Other,India,Karnataka,Undergraduate,Student,Finance,2.1,"Fintech Fundamentals",Finance,1900,0.48,0,2020-02-21,2025-03-31,0.01,0.77,1,0.43,"May Leave"
88823,"Gagan Singh",18,Other,India,Delhi,unknown,Freelancer,,0,"HR Analytics",HR,1450,0.65,0,2023-09-22,2025-02-06,0.43,0.94,0,0.31,"Not Likely"
88914,"Diane Skinner",34,Female,USA,"New York",Diploma,unknown,Marketing,7.2,"Organizational Behavior",HR,1250,0.93,2,2024-06-26,2025-01-08,0.18,0.44,4,0.49,"May Leave"
89184,"Ryan Burgess",32,Other,Canada,Ontario,Graduate,unknown,,0,"Talent Acquisition & Hiring",HR,1400,0.57,46,2022-08-28,0000-00-00,0.23,0.65,3,0.44,"May Leave"
89264,"Nitesh Sodhi",32,Other,India,Delhi,Postgraduate,Unemployed,IT,0,"Branding & Consumer Behavior",Marketing,1700,0.91,0,2021-07-16,2025-03-11,0.53,0.56,5,0.32,"Not Likely"
89323,"Lopa Sastry",32,Other,India,Delhi,Graduate,unknown,Education,0,"MLOps Mastery","AI & Data Science",2450,0.52,78,2021-12-26,2025-01-25,0.69,0.7,4,0.35,"Not Likely"
89346,"Jacek Eigenwillig B.A.",24,Female,Germany,Hesse,unknown,Unemployed,Finance,0,"Social Media Marketing",Marketing,1750,0.9,0,2022-07-08,0000-00-00,0.5,0.5,0,0.34,"Not Likely"
89425,"Brandon Brown",32,Other,USA,"New York",Diploma,Unemployed,Others,9.9,"Business Communication",Business,1200,0.28,31,2024-08-29,2025-01-09,0.4,0.48,1,0.65,"May Leave"
89484,"Balvan Bal",36,Female,India,"Tamil Nadu",Graduate,Employed,Education,5.4,"Fintech Fundamentals",Finance,1800,0.16,16,2020-06-14,2025-02-11,0.86,0.94,0,0.61,"May Leave"
89497,"Jeevika Mishra",32,unknown,India,Maharashtra,Undergraduate,Student,Education,0,"Growth Hacking",Marketing,1550,0.47,0,2021-11-09,2025-04-13,0.74,0.95,1,0.38,"Not Likely"
89595,"Abhimanyu Bhatia",36,Female,India,"West Bengal",Undergraduate,Employed,Education,0,"Business Analytics with Excel",Business,1500,0.87,0,2020-11-14,2025-04-21,0.64,0.85,3,0.25,"Not Likely"
89615,"Christopher Bush",32,Female,USA,Florida,Diploma,Employed,Marketing,6.5,"LLMs and Generative AI","AI & Data Science",2700,0.34,73,2024-11-18,2025-04-07,0.63,0.69,0,0.44,"May Leave"
89638,"Nirja Cheema",32,Female,India,Karnataka,Undergraduate,Freelancer,Education,0,"AI Product Management","AI & Data Science",2500,0.53,15,2025-04-27,2025-02-02,0.62,0.55,3,0.58,"May Leave"
89773,"Sara Harris",32,unknown,Singapore,Singapore,Diploma,unknown,Education,0,"Marketing Analytics",Marketing,1650,0.62,0,2021-07-04,2025-04-14,0.14,0.88,5,0.34,"Not Likely"
89810,"Dr Terence Garner",29,Other,UK,"Northern Ireland",unknown,Employed,IT,0.4,"Logistics & Supply Chain",Operations,1550,1,0,2024-04-09,0000-00-00,0.57,0.79,4,0.21,"Not Likely"
89870,"Jamie Rodgers",33,Female,Canada,Quebec,Graduate,Employed,Education,0,"AI for Business","AI & Data Science",2100,2.21,45,2020-08-11,2025-01-30,0.27,0.89,2,0.4,"Not Likely"
89887,"Mrs. Beverly Myers",32,Other,USA,Texas,Diploma,Employed,,9.6,"Personal Finance Mastery",Finance,1800,0.69,77,2022-03-02,2025-02-05,0.61,0.41,5,0.37,"Not Likely"
89897,"Utkarsh Ghosh",34,Male,India,Karnataka,unknown,Unemployed,Marketing,0,"Business Analytics with Excel",Business,1500,0.33,0,2020-11-28,2025-01-21,0.35,0.51,5,0.56,"May Leave"
90000,"Laura Serrano",32,Male,USA,Florida,Postgraduate,Employed,Finance,1.9,"Business Communication",Business,1350,0.27,3,2021-03-15,2025-03-23,0.39,0.78,5,0.65,"May Leave"
90150,"Waida Keer",32,Female,India,Karnataka,Diploma,Employed,Marketing,0,"Machine Learning Pro","AI & Data Science",2350,0.66,47,2024-11-11,2025-02-13,0.37,0.63,4,0.41,"May Leave"
90180,"Julie Nixon",32,Male,UK,Scotland,Diploma,Student,,0,"Business Analytics with Excel",Business,1400,0.92,6,2021-06-09,2025-02-21,0.71,0.96,4,0.33,"Not Likely"
90279,"Chanchal Bali",30,Other,India,Delhi,Graduate,Unemployed,Finance,6.9,"Deep Learning Essentials","AI & Data Science",2400,0.86,0,2023-10-16,2025-01-30,0.93,0.62,3,0.32,"Not Likely"
90321,"Rayaan Pradhan",32,Female,India,Delhi,Undergraduate,unknown,IT,0,"Leadership Development",HR,1500,0.95,95,2023-07-28,2025-01-17,0.91,0.88,3,0.07,"Not Likely"
